transaction_id,timestamp,source_account,destination_account,amount,transaction_type,location_id,latitude,longitude,case_id,fraud_type,operation_state,device_fingerprint
TXN-002552,2026-08-22T16:57:20Z,VICTIM-3430,COLL-3434,141101.27,transfer,zone_b,22.6087,88.394,TRAIN-0204,investment_scam,collection,fp_b11d442410
TXN-002553,2026-08-22T16:58:56Z,VICTIM-3431,COLL-3434,185154.4,transfer,zone_b,22.5704,88.3353,TRAIN-0204,investment_scam,collection,fp_a58cc3b560
TXN-002554,2026-08-22T17:00:24Z,VICTIM-3432,COLL-3434,385988.97,transfer,zone_b,22.5779,88.3766,TRAIN-0204,investment_scam,collection,fp_87874d3804
TXN-002555,2026-08-22T17:01:00Z,VICTIM-3433,COLL-3434,225819.39,transfer,zone_b,22.5893,88.3997,TRAIN-0204,investment_scam,collection,fp_e66704c30c
TXN-002556,2026-08-22T17:01:29Z,COLL-3434,MULE1-3435,512584.01,transfer,zone_b,22.5473,88.3892,TRAIN-0204,investment_scam,distribution,fp_f573d1229c
TXN-002557,2026-08-22T17:01:58Z,COLL-3434,MULE1-3436,213890.51,transfer,zone_b,22.6164,88.3967,TRAIN-0204,investment_scam,distribution,fp_f573d1229c
TXN-002558,2026-08-22T17:02:27Z,COLL-3434,MULE1-3437,381612.02,transfer,zone_b,22.5286,88.3571,TRAIN-0204,investment_scam,distribution,fp_f573d1229c
TXN-002559,2026-08-22T17:04:12Z,MULE1-3435,MULE2-3438,363010.83,transfer,zone_b,22.5952,88.3513,TRAIN-0204,investment_scam,layering,fp_8d60e7ecc8
TXN-002560,2026-08-22T17:05:29Z,MULE1-3435,MULE2-3439,149573.18,transfer,zone_b,22.5832,88.4006,TRAIN-0204,investment_scam,layering,fp_8d60e7ecc8
TXN-002561,2026-08-22T17:06:54Z,MULE1-3436,MULE2-3440,78475.51,transfer,zone_b,22.6115,88.3785,TRAIN-0204,investment_scam,layering,fp_32adf244f7
TXN-002562,2026-08-22T17:08:50Z,MULE1-3436,MULE2-3441,54604.47,transfer,zone_b,22.5861,88.338,TRAIN-0204,investment_scam,layering,fp_cfb0126848
TXN-002563,2026-08-22T17:10:16Z,MULE1-3436,MULE2-3442,80810.53,transfer,zone_b,22.5514,88.3912,TRAIN-0204,investment_scam,layering,fp_cfb0126848
TXN-002564,2026-08-22T17:11:47Z,MULE1-3437,MULE2-3443,208069.63,transfer,zone_b,22.5311,88.4031,TRAIN-0204,investment_scam,layering,fp_b961f732ab
TXN-002565,2026-08-22T17:12:25Z,MULE1-3437,MULE2-3444,173542.39,transfer,zone_b,22.5999,88.3179,TRAIN-0204,investment_scam,layering,fp_b961f732ab
TXN-002566,2026-08-22T17:13:20Z,MULE2-3438,HUB-3446,363010.83,transfer,zone_b,22.5691,88.3946,TRAIN-0204,investment_scam,consolidation,fp_08c253269f
TXN-002567,2026-08-22T17:14:18Z,MULE2-3439,HUB-3446,149573.18,transfer,zone_b,22.6062,88.3744,TRAIN-0204,investment_scam,consolidation,fp_c077d1923b
TXN-002568,2026-08-22T17:15:38Z,MULE2-3440,HUB-3446,78475.51,transfer,zone_b,22.5737,88.3525,TRAIN-0204,investment_scam,consolidation,fp_5d9d6f446c
TXN-002569,2026-08-22T17:16:58Z,MULE2-3441,HUB-3445,54604.47,transfer,zone_b,22.5563,88.383,TRAIN-0204,investment_scam,consolidation,fp_c996b5d4c7
TXN-002570,2026-08-22T17:18:26Z,MULE2-3442,HUB-3446,80810.53,transfer,zone_b,22.5743,88.377,TRAIN-0204,investment_scam,consolidation,fp_2c685a5ab3
TXN-002571,2026-08-22T17:20:06Z,MULE2-3443,HUB-3446,208069.63,transfer,zone_b,22.5494,88.341,TRAIN-0204,investment_scam,consolidation,fp_8e6fe08d8a
TXN-002572,2026-08-22T17:21:42Z,MULE2-3444,HUB-3446,173542.39,transfer,zone_b,22.574,88.3452,TRAIN-0204,investment_scam,consolidation,fp_43ce4da43a
TXN-002573,2026-08-22T20:46:31Z,VICTIM-3447,COLL-3451,240731.65,transfer,zone_b,22.5913,88.35,TRAIN-0205,investment_scam,collection,fp_08df692d17
TXN-002574,2026-08-22T20:51:08Z,VICTIM-3448,COLL-3451,346600.01,transfer,zone_b,22.543,88.3602,TRAIN-0205,investment_scam,collection,fp_2d891f5c75
TXN-002575,2026-08-22T20:55:34Z,VICTIM-3449,COLL-3451,395741.32,transfer,zone_b,22.5343,88.3862,TRAIN-0205,investment_scam,collection,fp_31b1127282
TXN-002576,2026-08-22T20:58:03Z,VICTIM-3450,COLL-3451,450747.68,transfer,zone_b,22.5432,88.3929,TRAIN-0205,investment_scam,collection,fp_6e9159751f
TXN-002577,2026-08-22T20:59:24Z,COLL-3451,MULE1-3452,274103.4,transfer,zone_b,22.6158,88.3598,TRAIN-0205,investment_scam,distribution,fp_90eed3a8c8
TXN-002578,2026-08-22T21:00:45Z,COLL-3451,MULE1-3453,460456.23,transfer,zone_b,22.5372,88.3745,TRAIN-0205,investment_scam,distribution,fp_90eed3a8c8
TXN-002579,2026-08-22T21:02:06Z,COLL-3451,MULE1-3454,400055.36,transfer,zone_b,22.535,88.3516,TRAIN-0205,investment_scam,distribution,fp_90eed3a8c8
TXN-002580,2026-08-22T21:03:27Z,COLL-3451,MULE1-3455,299205.68,transfer,zone_b,22.5229,88.3328,TRAIN-0205,investment_scam,distribution,fp_90eed3a8c8
TXN-002581,2026-08-22T21:04:57Z,MULE1-3452,MULE2-3456,164262.54,transfer,zone_b,22.581,88.3416,TRAIN-0205,investment_scam,layering,fp_190b50d604
TXN-002582,2026-08-22T21:06:29Z,MULE1-3452,MULE2-3457,109840.86,transfer,zone_b,22.5646,88.3405,TRAIN-0205,investment_scam,layering,fp_a92c677913
TXN-002583,2026-08-22T21:07:02Z,MULE1-3453,MULE2-3458,245291.27,transfer,zone_b,22.5702,88.3526,TRAIN-0205,investment_scam,layering,fp_209cf1f272
TXN-002584,2026-08-22T21:07:37Z,MULE1-3453,MULE2-3459,215164.96,transfer,zone_b,22.5366,88.3262,TRAIN-0205,investment_scam,layering,fp_209cf1f272
TXN-002585,2026-08-22T21:08:05Z,MULE1-3454,MULE2-3460,400055.36,transfer,zone_b,22.5503,88.3687,TRAIN-0205,investment_scam,layering,fp_0a6455cf54
TXN-002586,2026-08-22T21:10:00Z,MULE1-3455,MULE2-3461,153458.93,transfer,zone_b,22.5913,88.3344,TRAIN-0205,investment_scam,layering,fp_d8a0f19cf7
TXN-002587,2026-08-22T21:11:44Z,MULE1-3455,MULE2-3462,145746.75,transfer,zone_b,22.5793,88.3149,TRAIN-0205,investment_scam,layering,fp_696a02867a
TXN-002588,2026-08-22T21:12:40Z,MULE2-3456,HUB-3464,164262.54,transfer,zone_b,22.5656,88.3369,TRAIN-0205,investment_scam,consolidation,fp_214fa7705f
TXN-002589,2026-08-22T21:14:10Z,MULE2-3457,HUB-3464,109840.86,transfer,zone_b,22.558,88.3375,TRAIN-0205,investment_scam,consolidation,fp_480377e7d1
TXN-002590,2026-08-22T21:15:40Z,MULE2-3458,HUB-3463,245291.27,transfer,zone_b,22.581,88.3901,TRAIN-0205,investment_scam,consolidation,fp_a61883b66d
TXN-002591,2026-08-22T21:16:49Z,MULE2-3459,HUB-3463,215164.96,transfer,zone_b,22.5429,88.3755,TRAIN-0205,investment_scam,consolidation,fp_569ac40e66
TXN-002592,2026-08-22T21:17:20Z,MULE2-3460,HUB-3463,400055.36,transfer,zone_b,22.5797,88.3753,TRAIN-0205,investment_scam,consolidation,fp_a4804ec300
TXN-002593,2026-08-22T21:18:42Z,MULE2-3461,HUB-3464,153458.93,transfer,zone_b,22.5351,88.3385,TRAIN-0205,investment_scam,consolidation,fp_8e57981792
TXN-002594,2026-08-22T21:19:30Z,MULE2-3462,HUB-3464,145746.75,transfer,zone_b,22.5468,88.3749,TRAIN-0205,investment_scam,consolidation,fp_6ed43bd6cc
TXN-002595,2026-08-22T08:39:38Z,VICTIM-3465,COLL-3470,24954.7,transfer,zone_c,19.0697,72.9152,TRAIN-0206,investment_scam,emerging,fp_f49fe06973
TXN-002596,2026-08-22T08:46:28Z,VICTIM-3466,COLL-3470,84799.41,transfer,zone_c,19.0768,72.8665,TRAIN-0206,investment_scam,emerging,fp_7a9d54c362
TXN-002597,2026-08-22T18:00:00Z,VICTIM-3471,COLL-3474,208969.47,transfer,zone_b,22.5912,88.3702,TRAIN-0207,investment_scam,collection,fp_9690a2cfdc
TXN-002598,2026-08-22T18:00:33Z,VICTIM-3472,COLL-3474,173363.8,transfer,zone_c,19.0973,72.8299,TRAIN-0207,investment_scam,collection,fp_20eab1ac5e
TXN-002599,2026-08-22T18:05:25Z,VICTIM-3473,COLL-3474,371720.2,transfer,zone_c,19.062,72.8297,TRAIN-0207,investment_scam,collection,fp_2d486db65b
TXN-002600,2026-08-22T21:05:15Z,VICTIM-3475,COLL-3478,148611.55,transfer,zone_a,28.5687,77.1819,TRAIN-0208,investment_scam,collection,fp_d28f152ead
TXN-002601,2026-08-22T21:06:36Z,VICTIM-3476,COLL-3478,313472.56,transfer,zone_b,22.5841,88.3692,TRAIN-0208,investment_scam,collection,fp_cad3bc70d2
TXN-002602,2026-08-22T21:08:44Z,VICTIM-3477,COLL-3478,282726.41,transfer,zone_b,22.5751,88.3394,TRAIN-0208,investment_scam,collection,fp_fd2ee30b43
TXN-002603,2026-08-22T21:09:39Z,COLL-3478,MULE1-3479,274555.67,transfer,zone_b,22.5455,88.3451,TRAIN-0208,investment_scam,distribution,fp_93ceba4af8
TXN-002604,2026-08-22T21:10:34Z,COLL-3478,MULE1-3480,470254.84,transfer,zone_b,22.5458,88.3231,TRAIN-0208,investment_scam,distribution,fp_93ceba4af8
TXN-002605,2026-08-22T21:12:34Z,MULE1-3479,MULE2-3481,274555.67,transfer,zone_b,22.601,88.4093,TRAIN-0208,investment_scam,layering,fp_65b75ed346
TXN-002606,2026-08-22T21:13:15Z,MULE1-3480,MULE2-3482,100403.06,transfer,zone_b,22.5462,88.3947,TRAIN-0208,investment_scam,layering,fp_8f40ef35c4
TXN-002607,2026-08-22T21:14:00Z,MULE1-3480,MULE2-3483,155658.23,transfer,zone_b,22.5829,88.3216,TRAIN-0208,investment_scam,layering,fp_d5b1e1f570
TXN-002608,2026-08-22T21:15:58Z,MULE1-3480,MULE2-3484,214193.55,transfer,zone_b,22.5328,88.3956,TRAIN-0208,investment_scam,layering,fp_d5b1e1f570
TXN-002609,2026-08-22T21:17:57Z,MULE2-3481,HUB-3485,274555.67,transfer,zone_b,22.5689,88.39,TRAIN-0208,investment_scam,consolidation,fp_db13cd8d98
TXN-002610,2026-08-22T21:18:36Z,MULE2-3482,HUB-3485,100403.06,transfer,zone_b,22.576,88.3326,TRAIN-0208,investment_scam,consolidation,fp_a836fab5b4
TXN-002611,2026-08-22T21:19:37Z,MULE2-3483,HUB-3485,155658.23,transfer,zone_b,22.6081,88.3905,TRAIN-0208,investment_scam,consolidation,fp_802500c780
TXN-002612,2026-08-22T21:21:01Z,MULE2-3484,HUB-3485,214193.55,transfer,zone_b,22.5731,88.3196,TRAIN-0208,investment_scam,consolidation,fp_8aa0e76f21
TXN-002613,2026-08-22T09:27:19Z,VICTIM-3486,COLL-3489,12903.68,transfer,zone_a,28.6168,77.208,TRAIN-0209,investment_scam,emerging,fp_bfec4edec5
TXN-002614,2026-08-22T09:35:03Z,VICTIM-3487,COLL-3489,26362.15,transfer,zone_a,28.6528,77.2057,TRAIN-0209,investment_scam,emerging,fp_e21e4ccd34
TXN-002615,2026-08-22T13:55:32Z,VICTIM-3490,COLL-3493,436067.08,transfer,zone_b,22.583,88.3551,TRAIN-0210,investment_scam,collection,fp_f10949fa1b
TXN-002616,2026-08-22T13:58:44Z,VICTIM-3491,COLL-3493,106807.93,transfer,zone_b,22.56,88.3454,TRAIN-0210,investment_scam,collection,fp_d13a1b2d4b
TXN-002617,2026-08-22T14:00:25Z,VICTIM-3492,COLL-3493,66387.5,transfer,zone_b,22.5442,88.3914,TRAIN-0210,investment_scam,collection,fp_b151d16f7a
TXN-002618,2026-08-22T11:30:06Z,VICTIM-3494,COLL-3497,163813.98,transfer,zone_b,22.6186,88.3384,TRAIN-0211,investment_scam,collection,fp_0b5552f663
TXN-002619,2026-08-22T11:31:20Z,VICTIM-3495,COLL-3497,229657.63,transfer,zone_b,22.5521,88.3192,TRAIN-0211,investment_scam,collection,fp_4b68fbff7b
TXN-002620,2026-08-22T11:35:18Z,VICTIM-3496,COLL-3497,370800.63,transfer,zone_b,22.6113,88.4011,TRAIN-0211,investment_scam,collection,fp_3377aadf31
TXN-002621,2026-08-22T11:36:43Z,COLL-3497,MULE1-3498,429773.16,transfer,zone_b,22.5267,88.412,TRAIN-0211,investment_scam,distribution,fp_f2aab45c8b
TXN-002622,2026-08-22T11:38:08Z,COLL-3497,MULE1-3499,334499.08,transfer,zone_b,22.5294,88.347,TRAIN-0211,investment_scam,distribution,fp_35cae4b3af
TXN-002623,2026-08-22T11:38:40Z,MULE1-3498,MULE2-3500,292697.03,transfer,zone_b,22.5372,88.385,TRAIN-0211,investment_scam,layering,fp_824a8e02de
TXN-002624,2026-08-22T11:39:34Z,MULE1-3498,MULE2-3501,137076.13,transfer,zone_b,22.5286,88.3649,TRAIN-0211,investment_scam,layering,fp_824a8e02de
TXN-002625,2026-08-22T11:41:12Z,MULE1-3499,MULE2-3502,139487.06,transfer,zone_b,22.5686,88.3761,TRAIN-0211,investment_scam,layering,fp_6ff91a4e31
TXN-002626,2026-08-22T11:42:08Z,MULE1-3499,MULE2-3503,71600.6,transfer,zone_b,22.5594,88.394,TRAIN-0211,investment_scam,layering,fp_6ff91a4e31
TXN-002627,2026-08-22T11:43:42Z,MULE1-3499,MULE2-3504,123411.42,transfer,zone_b,22.5349,88.3577,TRAIN-0211,investment_scam,layering,fp_43ba7d89cc
TXN-002628,2026-08-22T17:26:21Z,VICTIM-3505,COLL-3510,347277.32,transfer,zone_a,28.5859,77.1634,TRAIN-0212,investment_scam,collection,fp_9d142b3041
TXN-002629,2026-08-22T17:26:27Z,VICTIM-3506,COLL-3510,247937.66,transfer,zone_b,22.542,88.3708,TRAIN-0212,investment_scam,collection,fp_fb44981af0
TXN-002630,2026-08-22T17:30:00Z,VICTIM-3507,COLL-3510,375144.58,transfer,zone_b,22.5653,88.3707,TRAIN-0212,investment_scam,collection,fp_550d4895ff
TXN-002631,2026-08-22T17:31:47Z,VICTIM-3508,COLL-3510,170197.63,transfer,zone_b,22.6217,88.3302,TRAIN-0212,investment_scam,collection,fp_977d9d6fa4
TXN-002632,2026-08-22T17:32:06Z,VICTIM-3509,COLL-3510,113995.06,transfer,zone_a,28.6366,77.2377,TRAIN-0212,investment_scam,collection,fp_68f76f55e4
TXN-002633,2026-08-22T17:33:29Z,COLL-3510,MULE1-3511,313549.08,transfer,zone_b,22.5306,88.3599,TRAIN-0212,investment_scam,distribution,fp_b04e44fc7f
TXN-002634,2026-08-22T17:34:52Z,COLL-3510,MULE1-3512,479629.11,transfer,zone_a,28.6256,77.2569,TRAIN-0212,investment_scam,distribution,fp_b04e44fc7f
TXN-002635,2026-08-22T17:36:15Z,COLL-3510,MULE1-3513,461374.06,transfer,zone_a,28.6595,77.1848,TRAIN-0212,investment_scam,distribution,fp_29af332e8f
TXN-002636,2026-08-22T17:37:55Z,MULE1-3511,MULE2-3514,89012.13,transfer,zone_b,22.5891,88.3666,TRAIN-0212,investment_scam,layering,fp_cc709ec400
TXN-002637,2026-08-22T17:39:40Z,MULE1-3511,MULE2-3515,119030.42,transfer,zone_b,22.5908,88.3856,TRAIN-0212,investment_scam,layering,fp_cc709ec400
TXN-002638,2026-08-22T17:41:06Z,MULE1-3511,MULE2-3516,105506.53,transfer,zone_b,22.5909,88.3945,TRAIN-0212,investment_scam,layering,fp_cc709ec400
TXN-002639,2026-08-22T17:41:28Z,MULE1-3512,MULE2-3517,479629.11,transfer,zone_b,22.566,88.3411,TRAIN-0212,investment_scam,layering,fp_76927ce931
TXN-002640,2026-08-22T17:41:54Z,MULE1-3513,MULE2-3518,98113.35,transfer,zone_b,22.6178,88.3439,TRAIN-0212,investment_scam,layering,fp_980209ee60
TXN-002641,2026-08-22T17:42:46Z,MULE1-3513,MULE2-3519,180493.55,transfer,zone_b,22.5332,88.3287,TRAIN-0212,investment_scam,layering,fp_980209ee60
TXN-002642,2026-08-22T17:43:34Z,MULE1-3513,MULE2-3520,182767.15,transfer,zone_b,22.607,88.3358,TRAIN-0212,investment_scam,layering,fp_980209ee60
TXN-002643,2026-08-22T17:44:13Z,MULE2-3514,HUB-3521,89012.13,transfer,zone_b,22.6152,88.3836,TRAIN-0212,investment_scam,consolidation,fp_c030cf5dbb
TXN-002644,2026-08-22T17:45:25Z,MULE2-3515,HUB-3521,119030.42,transfer,zone_b,22.5969,88.3558,TRAIN-0212,investment_scam,consolidation,fp_f5226133cf
TXN-002645,2026-08-22T17:46:23Z,MULE2-3516,HUB-3521,105506.53,transfer,zone_b,22.5307,88.3301,TRAIN-0212,investment_scam,consolidation,fp_63e0666e72
TXN-002646,2026-08-22T17:48:07Z,MULE2-3517,HUB-3521,479629.11,transfer,zone_b,22.5292,88.3453,TRAIN-0212,investment_scam,consolidation,fp_b87af06645
TXN-002647,2026-08-22T17:49:22Z,MULE2-3518,HUB-3521,98113.35,transfer,zone_b,22.5632,88.3571,TRAIN-0212,investment_scam,consolidation,fp_1fe5c46732
TXN-002648,2026-08-22T17:50:42Z,MULE2-3519,HUB-3521,180493.55,transfer,zone_b,22.6204,88.3473,TRAIN-0212,investment_scam,consolidation,fp_e093765e0f
TXN-002649,2026-08-22T17:51:17Z,MULE2-3520,HUB-3521,182767.15,transfer,zone_b,22.5534,88.3626,TRAIN-0212,investment_scam,consolidation,fp_33a0e7c45d
TXN-002650,2026-08-22T19:01:16Z,VICTIM-3522,COLL-3526,319091.97,transfer,zone_b,22.5719,88.3231,TRAIN-0213,investment_scam,collection,fp_ffc84283a3
TXN-002651,2026-08-22T19:02:33Z,VICTIM-3523,COLL-3526,317050.72,transfer,zone_b,22.5228,88.3317,TRAIN-0213,investment_scam,collection,fp_8fcb8e3d73
TXN-002652,2026-08-22T19:03:41Z,VICTIM-3524,COLL-3526,433939.36,transfer,zone_b,22.621,88.3506,TRAIN-0213,investment_scam,collection,fp_84504d0686
TXN-002653,2026-08-22T19:06:43Z,VICTIM-3525,COLL-3526,95296.92,transfer,zone_b,22.5266,88.4032,TRAIN-0213,investment_scam,collection,fp_f0d9a2ef77
TXN-002654,2026-08-22T19:07:03Z,COLL-3526,MULE1-3527,217266.05,transfer,zone_b,22.6016,88.4036,TRAIN-0213,investment_scam,distribution,fp_57be2d2512
TXN-002655,2026-08-22T19:07:23Z,COLL-3526,MULE1-3528,541856.86,transfer,zone_b,22.5334,88.3732,TRAIN-0213,investment_scam,distribution,fp_57be2d2512
TXN-002656,2026-08-22T19:07:43Z,COLL-3526,MULE1-3529,210883.37,transfer,zone_b,22.6058,88.3423,TRAIN-0213,investment_scam,distribution,fp_57be2d2512
TXN-002657,2026-08-22T19:08:03Z,COLL-3526,MULE1-3530,195372.7,transfer,zone_b,22.5688,88.3991,TRAIN-0213,investment_scam,distribution,fp_57be2d2512
TXN-002658,2026-08-22T19:09:52Z,MULE1-3527,MULE2-3531,217266.05,transfer,zone_b,22.5741,88.3635,TRAIN-0213,investment_scam,layering,fp_44901d3639
TXN-002659,2026-08-22T19:10:16Z,MULE1-3528,MULE2-3532,541856.86,transfer,zone_b,22.5619,88.3478,TRAIN-0213,investment_scam,layering,fp_0362ce002e
TXN-002660,2026-08-22T19:11:33Z,MULE1-3529,MULE2-3533,210883.37,transfer,zone_b,22.5585,88.3648,TRAIN-0213,investment_scam,layering,fp_c23ce81dd5
TXN-002661,2026-08-22T19:12:46Z,MULE1-3530,MULE2-3534,91308.23,transfer,zone_b,22.6033,88.3374,TRAIN-0213,investment_scam,layering,fp_7af9e7e505
TXN-002662,2026-08-22T19:13:45Z,MULE1-3530,MULE2-3535,104064.47,transfer,zone_b,22.5892,88.335,TRAIN-0213,investment_scam,layering,fp_7af9e7e505
TXN-002663,2026-08-22T19:15:35Z,MULE2-3531,HUB-3536,217266.05,transfer,zone_b,22.5381,88.3218,TRAIN-0213,investment_scam,consolidation,fp_0bd8c64374
TXN-002664,2026-08-22T19:16:13Z,MULE2-3532,HUB-3536,541856.86,transfer,zone_b,22.5334,88.3588,TRAIN-0213,investment_scam,consolidation,fp_f5e59ca752
TXN-002665,2026-08-22T19:18:05Z,MULE2-3533,HUB-3536,210883.37,transfer,zone_b,22.5299,88.3909,TRAIN-0213,investment_scam,consolidation,fp_1d34f25284
TXN-002666,2026-08-22T19:19:39Z,MULE2-3534,HUB-3537,91308.23,transfer,zone_b,22.5465,88.3621,TRAIN-0213,investment_scam,consolidation,fp_80bc1c19c5
TXN-002667,2026-08-22T19:20:14Z,MULE2-3535,HUB-3537,104064.47,transfer,zone_b,22.6156,88.3807,TRAIN-0213,investment_scam,consolidation,fp_321d5cb804
TXN-002668,2026-08-22T18:27:45Z,VICTIM-3538,COLL-3542,72010.48,transfer,zone_c,19.0393,72.8604,TRAIN-0214,investment_scam,collection,fp_77ee4e849f
TXN-002669,2026-08-22T18:31:21Z,VICTIM-3539,COLL-3542,428504.61,transfer,zone_c,19.1218,72.9029,TRAIN-0214,investment_scam,collection,fp_7c5ca2a257
TXN-002670,2026-08-22T18:32:55Z,VICTIM-3540,COLL-3542,411632.32,transfer,zone_b,22.6095,88.3303,TRAIN-0214,investment_scam,collection,fp_902d46dd13
TXN-002671,2026-08-22T18:35:03Z,VICTIM-3541,COLL-3542,225301.58,transfer,zone_c,19.0353,72.9153,TRAIN-0214,investment_scam,collection,fp_358cd624c1
TXN-002672,2026-08-22T18:35:58Z,COLL-3542,MULE1-3543,190194.69,transfer,zone_b,22.5947,88.3557,TRAIN-0214,investment_scam,distribution,fp_1d01e59b5a
TXN-002673,2026-08-22T18:36:53Z,COLL-3542,MULE1-3544,406177.44,transfer,zone_b,22.5858,88.385,TRAIN-0214,investment_scam,distribution,fp_1d01e59b5a
TXN-002674,2026-08-22T18:37:48Z,COLL-3542,MULE1-3545,217148.28,transfer,zone_c,19.0597,72.8382,TRAIN-0214,investment_scam,distribution,fp_1d01e59b5a
TXN-002675,2026-08-22T18:38:43Z,COLL-3542,MULE1-3546,323928.59,transfer,zone_b,22.5437,88.3472,TRAIN-0214,investment_scam,distribution,fp_1d01e59b5a
TXN-002676,2026-08-22T12:21:09Z,VICTIM-3547,COLL-3552,410125.75,transfer,zone_a,28.6228,77.2555,TRAIN-0215,investment_scam,collection,fp_ea78a71aa9
TXN-002677,2026-08-22T12:21:41Z,VICTIM-3548,COLL-3552,254728.63,transfer,zone_a,28.6469,77.2007,TRAIN-0215,investment_scam,collection,fp_a4a3934e57
TXN-002678,2026-08-22T12:25:38Z,VICTIM-3549,COLL-3552,373598.24,transfer,zone_b,22.6149,88.3974,TRAIN-0215,investment_scam,collection,fp_02b613f711
TXN-002679,2026-08-22T12:27:32Z,VICTIM-3550,COLL-3552,296205.43,transfer,zone_a,28.5904,77.2482,TRAIN-0215,investment_scam,collection,fp_5c97565ff4
TXN-002680,2026-08-22T12:27:51Z,VICTIM-3551,COLL-3552,292456.51,transfer,zone_b,22.5894,88.3719,TRAIN-0215,investment_scam,collection,fp_2d667d7786
TXN-002681,2026-08-22T12:29:01Z,COLL-3552,MULE1-3553,262845.36,transfer,zone_b,22.5656,88.4098,TRAIN-0215,investment_scam,distribution,fp_6d4d0e3c13
TXN-002682,2026-08-22T12:30:11Z,COLL-3552,MULE1-3554,353982.27,transfer,zone_a,28.6174,77.2489,TRAIN-0215,investment_scam,distribution,fp_6d4d0e3c13
TXN-002683,2026-08-22T12:31:21Z,COLL-3552,MULE1-3555,185636.07,transfer,zone_a,28.5655,77.2459,TRAIN-0215,investment_scam,distribution,fp_6d4d0e3c13
TXN-002684,2026-08-22T12:32:31Z,COLL-3552,MULE1-3556,498655.24,transfer,zone_a,28.6408,77.2253,TRAIN-0215,investment_scam,distribution,fp_0c80ceb553
TXN-002685,2026-08-22T12:33:41Z,COLL-3552,MULE1-3557,325995.63,transfer,zone_a,28.6628,77.1803,TRAIN-0215,investment_scam,distribution,fp_0c80ceb553
TXN-002686,2026-08-22T12:34:50Z,MULE1-3553,MULE2-3558,75016.99,transfer,zone_b,22.5787,88.3468,TRAIN-0215,investment_scam,layering,fp_aa7f5303ea
TXN-002687,2026-08-22T12:36:19Z,MULE1-3553,MULE2-3559,91221.09,transfer,zone_b,22.5882,88.3153,TRAIN-0215,investment_scam,layering,fp_aa7f5303ea
TXN-002688,2026-08-22T12:37:33Z,MULE1-3553,MULE2-3560,96607.28,transfer,zone_b,22.5306,88.3786,TRAIN-0215,investment_scam,layering,fp_aa7f5303ea
TXN-002689,2026-08-22T12:39:28Z,MULE1-3554,MULE2-3561,160195.04,transfer,zone_b,22.5957,88.3308,TRAIN-0215,investment_scam,layering,fp_2742fb1453
TXN-002690,2026-08-22T12:40:25Z,MULE1-3554,MULE2-3562,193787.23,transfer,zone_b,22.5898,88.3555,TRAIN-0215,investment_scam,layering,fp_2742fb1453
TXN-002691,2026-08-22T12:40:57Z,MULE1-3555,MULE2-3563,95544.63,transfer,zone_b,22.5991,88.3428,TRAIN-0215,investment_scam,layering,fp_19d348ae7c
TXN-002692,2026-08-22T12:42:26Z,MULE1-3555,MULE2-3564,90091.44,transfer,zone_b,22.5918,88.3778,TRAIN-0215,investment_scam,layering,fp_19d348ae7c
TXN-002693,2026-08-22T12:43:01Z,MULE1-3556,MULE2-3565,498655.24,transfer,zone_b,22.6079,88.3142,TRAIN-0215,investment_scam,layering,fp_890e591da4
TXN-002694,2026-08-22T12:44:59Z,MULE1-3557,MULE2-3566,325995.63,transfer,zone_b,22.602,88.4083,TRAIN-0215,investment_scam,layering,fp_cf0a672109
TXN-002695,2026-08-22T12:46:56Z,MULE2-3558,HUB-3567,75016.99,transfer,zone_b,22.5677,88.326,TRAIN-0215,investment_scam,consolidation,fp_abd75e99d7
TXN-002696,2026-08-22T12:48:21Z,MULE2-3559,HUB-3567,91221.09,transfer,zone_b,22.5348,88.3807,TRAIN-0215,investment_scam,consolidation,fp_7ac49c98ab
TXN-002697,2026-08-22T12:50:21Z,MULE2-3560,HUB-3567,96607.28,transfer,zone_b,22.5309,88.3928,TRAIN-0215,investment_scam,consolidation,fp_34ea408a14
TXN-002698,2026-08-22T12:51:03Z,MULE2-3561,HUB-3567,160195.04,transfer,zone_b,22.5614,88.3328,TRAIN-0215,investment_scam,consolidation,fp_7cab1c914d
TXN-002699,2026-08-22T12:52:55Z,MULE2-3562,HUB-3567,193787.23,transfer,zone_b,22.5244,88.4053,TRAIN-0215,investment_scam,consolidation,fp_68e5ec2e05
TXN-002700,2026-08-22T12:53:23Z,MULE2-3563,HUB-3567,95544.63,transfer,zone_b,22.5388,88.3481,TRAIN-0215,investment_scam,consolidation,fp_9f0be74c69
TXN-002701,2026-08-22T12:54:44Z,MULE2-3564,HUB-3567,90091.44,transfer,zone_b,22.6217,88.3896,TRAIN-0215,investment_scam,consolidation,fp_662049e305
TXN-002702,2026-08-22T12:55:07Z,MULE2-3565,HUB-3567,498655.24,transfer,zone_b,22.5566,88.3528,TRAIN-0215,investment_scam,consolidation,fp_820e259280
TXN-002703,2026-08-22T12:55:40Z,MULE2-3566,HUB-3567,325995.63,transfer,zone_b,22.6033,88.3915,TRAIN-0215,investment_scam,consolidation,fp_14f1baced5
TXN-002704,2026-08-22T17:22:08Z,VICTIM-3568,COLL-3573,396877.56,transfer,zone_a,28.6288,77.2006,TRAIN-0216,investment_scam,collection,fp_b2af7d0741
